question_id,type,question_intro,question_text,answer
267,Personajes,¿Quien es...,Liew Thow Lin,Lin es capaz de engancharse cualquier objeto metalico a su cuerpo debido al alto nivel de fricción de su piel
268,Personajes,¿Quien es...,Shi Liliang,Monje capaz de correr hasta 125 metros por encima del agua.
269,Personajes,¿Quien es...,Liam Hoekstra,Es el niño más fuerte del mundo. A los diez años podía levantar los muebles de la casa
270,Personajes,¿Quien es...,Roy Sullivan,Un americano que fue alcanzado por rayos 7 veces durante su vida. Una vez uno le cayó teniendo la ropa con su mujer
271,Personajes,¿Quien es...,Costis Mitsotakis,El único habitante de un pueblo griego de 70 personas al que no le tocó la lotería de Navidad
272,Personajes,¿Quien es...,Ivan Lester,"En 1988, salto en paracaidas con el pequeño pobrema de que olvidó abrocharselo"
273,Personajes,¿Quien es...,Vlad Cazacu,Un rumano que provocó una terrible explosión tirandose un eructo en un circo
274,Personajes,¿Quien es...,Ann Hodges,"Echandose una siesta en su sofá en Alabama, le cayó un meteorito en la cadera. "
275,Personajes,¿Quien es...,John Cummings,Se quiso hacer el chulo imitando a un francés que se tragaba cuchilos. Murió
276,Personajes,¿Quien es...,Karl Friedrich Canstatt,Medico aleman que curaba algunos trastornos sosteniendo una pata de paloma contra el ano de un niño.
277,Personajes,¿Quien es...,Claude Martin,Se operó a si mismo de un de un calculo en la vegiga de forma exitosa
278,Personajes,¿Quien es...,Crisipo de Solos,Murio de un ataque de risa tras ver a un burro comerse unos higos
279,Personajes,¿Quien es...,José María García Urbano,Alcalde del PP que construyó el mítico tobogan de Estepona
280,Personajes,¿Quien es...,Shanti Devi,India que a los cuatro años afirmó que sus padres no eran sus padres ya que recordaba perfectamente su vida pasada
281,Personajes,¿Quien es...,Raphael Samuel,Joven que demandó a sus padres por haberle tenido sin su consentimiento
282,Personajes,¿Quien es...,Roberto Arroyo,Joven que pasó tres horas chupando el telefonillo de una casa
283,Personajes,¿Quien es...,Gurbanguly Malikguly Ogly Berdimuhamedov,Presidente de un pais asiático que para desmentir su muerte se puso a derrapar con un coche alrededor de un crater de lava
284,Personajes,¿Quien es...,Maria del Carmen M.G,"Señora de avanzada edad que le corto la cabeza a su marido y se la entrego a su amante, diciendole que era una caja con jugetes sexuales"
285,Personajes,¿Quien es...,Xulio Ferreiro,Politico que se sustituyó en un debate electoral por un monigote de plastico
286,Personajes,¿Quien es...,David Barulia,"Record de tiempo registrado como abogado, con 71 años de profesión. Ganó un caso con 104 años"
287,Personajes,¿Quien es...,Karl Henrich Ulrich,Primera persona en declararse públicamente como homosexual. Fue en un congreso de abogados alemanes
288,Personajes,¿Quien es...,Victor Balaguer,Cantante que represento a españa en Eurovisión con su canción 'Llamamé'. Obtuvo 0 puntos
289,Personajes,¿Quien es...,Maria Angeles Aranega,Es la vidente con mejor rating en Google de todo Alcobendas
290,Personajes,¿Quien es...,Juan Jose Bautista Martin,"Presentador de televisión, más conocido como Juan y Medio."
291,Personajes,¿Quien es...,Oscar García García,Paracaidista español que en un desfile del 12 de Octubre se quedó enganchado en una farola
292,Personajes,¿Quien es...,Millard Fillmore,Presidente de los Estados Unidos del partido Whig
293,Personajes,¿Quien es...,Madeline Albrecht,"Trabajando en un laboratorio de investigación, se estima que llego a olfatear unos 5600 pies"
294,Personajes,¿Quien es...,Eduardo Fernández Navarro,Alcalde de Villanueva del pardillo representando al Partido Local de Villanueva del Pardillo
295,Personajes,¿Quien es...,Brutus Beefcake,Luchador que en un vuelo soltó la mierda más grande del mundo. Provocó todo tipo de arcadas y vómitos entre el resto de pasajeros
296,Personajes,¿Quien es...,Masanobu Sato,"Ganador del maratón de masturbación de 2009, estableciendo en 10 horas el record de paja más larga"
297,Personajes,¿Quien es...,Anna Swan,Es una escocesa considerada oficialmente como la mujer con la vagina más grande del mundo (86 cm)
298,Personajes,¿Quien es...,Horst Schultz,"Tiene el record de eyaculación con mayor alcance de la historia, con más de 5.5 metros. "
299,Personajes,¿Quien es...,Sandra Reyes,Actriz colombiana que asegura haber sido secuestradas por extraterrestres en otro planeta
300,Personajes,¿Quien es...,Hugo Lopez,"Argentino que tras muchos años de dedicación, consigió el record de número de pajas en un día. Se hizo 83"
301,Personajes,¿Quien es...,Gerkary Blanco Blequett,Tiktoker capaz de chuparse el ojo con su propia lengua.
302,Personajes,¿Quien es...,Henry Gunther,Soldado estadounidense conocido por ser el ultimo soldado en morir en la primera guerra mundial. Murió un minuto antes de su fin
303,Personajes,¿Quien es...,Juan Jose Rueda,Banderillero granadino que recibió una cornada de dos trayectorias en el ano
304,Personajes,¿Quien es...,Manuel Pacho,Compositor del himno del Partido popular
305,Personajes,¿Quien es...,Valentina Vassilyeva,Es la mujer que ha parido más niños de la historia. Tiene 69 hijos
306,Personajes,¿Quien es...,Juan Agustín Orozco y Pilar Herranz,Campeones de la feria de chotis de San Isidro.
307,Personajes,¿Quien es...,Jesse Heiman,Es el extra gordito que sale en todas las peliculas
308,Personajes,¿Quien es...,Andrew Schneider,"Es el inventor del Bikini con paneles solares, para que puedes cargar el movil mientras tomas el sol"
309,Personajes,¿Quien es...,Mariano Castillo y Ocsiero,Es el creador del una publicación anual donde se da la preccion no cientifica de la meteorológica del año. Se llama el Calendario Zaragozano
310,Personajes,¿Quien es...,Sophia Cheung,Es una influencer asiatica que murió al hacerse un selfie al borde de una cascada
311,Personajes,¿Quien es...,Frank Lentini,"Es un italiano que nació con tres piernas, cuatro testiculos y dos penes completamente funcionales."
312,Personajes,¿Quien es...,Estebanía de Valdaracete,Espadachina hermafrotida de un pueblo de Madrid que destaco en el siglo XIII por habilidades de combate
313,Personajes,¿Quien es...,Pupano,Es un cantante punk-metal que sorprendió a todos en el diario de Patricia cantando GANGRENAAAAA
314,Personajes,¿Quien es...,Jorge Monje,"Es el único español que vive en Butan, un pais perdido en mitad de Asia"
315,Personajes,¿Quien es...,Romel el Libanes,"Es el dueño del mejor Kebab de Madrid, el 'Kebab House'"
316,Personajes,¿Quien es...,Oskar Arngaden,Es considerado el sacerdote más guapo del mundo. Se parece mucho a Thor y es un apasionado del Crossfit
317,Personajes,¿Quien es...,"Stanley ""Chipper"" Cooke",Fue el tercer clasificado de la sexta edición de Operación Triunfo
318,Personajes,¿Quien es...,James Howells,Británico que tiró a la basura un ordenador con más de 315 millones de euros en Bitcoins.
319,Personajes,¿Quien es...,Shane Sale,"Americano que cansado de estar esperando en el hospital a que le atendieran, robó una ambulancia para irse a su casa"
320,Personajes,¿Quien es...,Manuel Blanco López,Creador de los Miguelitos de la Roda. Se llaman asi porque tenía un amigo que se llamaba Miguelito Ruiz al que le encantaban
321,Personajes,¿Quien es...,Elizabeth Hoad,Cincuentona que tras más de 200 citas tinder fallidas decidió casarse con un Golden Retriever llamado Logan. Ella asegura que no está loca
322,Personajes,¿Quien es...,Kohey Nishi,"Es el 'niño polla japones', una estrella del porno nipón que con treinta años tiene el aspecto de un niño de 10."
323,Personajes,¿Quien es...,Lupita y Carmen Andrade,Son dos hermanas siamesas unidas de cintura para arriba. Lupita tiene novio y Carmen es asexual. Carmen está feliz porque su hermana está enamorada. Comparten genitales
324,Personajes,¿Quien es...,Alberto Alvarez Sanchez,Es el autor del libro titulado 'Dialogos con mi polla'.
325,Personajes,¿Quien es...,Bonnie Gooch,"Octogenaria estadounidense que fue detenida en Misuri tras asaltar una sucursal bancaria. Dejó una notá donde ponia 'Gracias y disculpa, no quería asustaros'"
326,Personajes,¿Quien es...,Jonathan Jacob Meijer,"Musico de 41 años que tras donar semen en 13 clinicas, se cree que ha enjendrado ya a más de 550 niños. Ha sido demandado por aumentar el riesgo de incesto en Paises Bajos"
327,Personajes,¿Quien es...,Cindy Lao,"Ama de casa inglesa, que tras tener un pescado durante 48 horas en el congelador, descubrió que seguía con vida"
328,Personajes,¿Quien es...,Japala Roland,Recorrió casi medio kilometro envuelto en llamas mientras era arrastrado por un caballo
329,Personajes,¿Quien es...,Roque José Florencio,Esclavo brasileño que se encargaba de fertilizar a las mujeres de su area debido a su tamaño
330,Personajes,¿Quien es...,Sticky Vicky,Es una artista britanica que se hizo famosa por sacarse cuchillas de la vagina
331,Personajes,¿Quien es...,Rhys Owen Jones y Keri Mules,"Secuestraron un pinguino llamado dirk, le metieron en la ducha y le terminaron abandonando en un parque"
332,Personajes,¿Quien es...,Erandy Gutiérrez,Joven de Sinaloa que mato a su mejor amiga de 65 puñaladas por subir una foto al facebook en la que salía mal
333,Personajes,¿Quien es...,Ashrita Furman,Consigió partir con el estomago 31 sandías en un minuto
334,Personajes,¿Quien es...,Sri Oviyasena,Resolvió el cubo de rubki mientras sostenía 5 hula hoops.
335,Personajes,¿Quien es...,Blanca Rosa Betancourt,Conocida como la 'Narcoabuela'. Era la lider de una banda de narcos colombiana. Se dedicaba a vender fentanilo en la puerta de colegios
336,Personajes,¿Quien es...,Bridget Powers,Actriz porno con enanismo. Protagonizó peliculas como 'Bridget la enana' o 'Puta Muerta'
337,Personajes,¿Quien es...,Jim Knowlton,Pintor americano famoso por el cuado 'Penes del reino animal'
338,Personajes,¿Quien es...,James F. Nolan,Medico que se dedico a investigar el mejor metodo para tratar a un pene atrapado en una cremallera
339,Personajes,¿Quien es...,Karl Kruszelnicki,"de la Universidad de Sídney, por realizar un examen general de la pelusa humana del ombligo."
340,Personajes,¿Quien es...,Graham Barker,Ha estado coleccionando su propia pelusilla casi todos los días desde el 17 de enero de 1984
341,Personajes,¿Quien es...,Kees Moeliker,Botanico que documentó el primer caso de necrofilia homosexual en patos.
342,Personajes,¿Quien es...,Jilian Clarke,Investigo lo de que si algo que ha estado en el suelo menos de cinco segundos no está sucio y se puede comer. 
343,Personajes,¿Quien es...,Donald y Frank Smith,"Patentaron la cortinilla, el peinado para calvos que pretende disimular la calva estirando el pelo que queda en los laterales."
344,Personajes,¿Quien es...,Victor Benno Meyer-Rochow ,Famoso por calcular la presión que se acumula dentro de un pingüino en el proceso de defecación
345,Personajes,¿Quien es...,Francis M. Fesmire,"Es el autor del informe ""Interrupción del hipo con un masaje rectal"""
346,Personajes,¿Quien es...,Jose Luis Cabeza,"Sevillano que participo en la cabalgata de Sevilla con el rol de Baltasar, pintado de negro y vestido de torero"
347,Personajes,¿Quien es...,Alexander Schindler,"Es un coach de seducción mexicano, experto en hacer ligar a feos a través de instagram"
348,Personajes,¿Quien es...,Jose Nogales,Cantautor creador de la canción 'Dale Españita' reversionando en 1+1 son 7 de Fran Perea
349,Personajes,¿Quien es...,Jacob Haugaard ,Politico escandinavo que propuso en el parlamento que IKEA tuviera más muebles renacentistas
350,Personajes,¿Quien es...,Ilona Staller,Parlamentaria de origen hungaro que propuso tener relaciones sexuales a Saddam Hussein para acabar con la guerra
351,idiomas,¿Como se dice en ZULU...,"Cuando me fui, funcionaba",Dāng wǒ líkāi shí tā zhèngzài gōngzuò
352,idiomas,¿Como se dice en ZULU...,Me estas empezando a tocar los cojones,Usuqala ukuthinta amabhola ami
353,idiomas,¿Como se dice en ZULU...,la tortilla española es siempre con cebolla,i-tortilla yaseSpain ihlale ino-anyanisi
354,idiomas,¿Como se dice en ZULU...,la tortilla española es siempre sin cebolla,i-tortilla yaseSpain ihlale ingena-anyanisi
355,idiomas,¿Como se dice en ZULU...,"ups, se me ha caído un pedo","eshu, ngithole ukuqunjelwa"
356,idiomas,¿Como se dice en ZULU...,Picha española nunca mea sola,Udick waseSpain akalokothi achame yedwa
357,idiomas,¿Como se dice en ZULU...,Es el vecino el que elige el alcalde y es el alcalde el que quiere que sean los vecinos el alcalde,Ngumakhelwane okhetha imeya futhi yiMeya efuna omakhelwane kube yimeya
358,idiomas,¿Como se dice en ZULU...,¿Quieres sentirla en el Pecho?,Uyafuna ukuyizwa Esifubeni?
359,idiomas,¿Como se dice en ZULU...,La he liado parda,Ngiyiphambanise ibe nsundu
360,idiomas,¿Como se dice en ZULU...,de que son las bolitas que me salen en el ombligo?,Imaphi amabhola amancane aphuma esiswini sami?
361,idiomas,¿Como se dice en ZULU...,"cariño te quiero, pero que mal me comes el coño","sthandwa ngikuthanda, kodwa indlela oyidla kabi ngayo ingquza yami"
362,idiomas,¿Como se dice en ZULU...,tengo una teta mucho mas grande que la otra,Nginobhubhu omkhulu kakhulu kunomunye
363,idiomas,¿Como se dice en ZULU...,"Por mi hija, mato","No kaʻu kaikamahine, pepehi wau"
364,idiomas,¿Como se dice en CHINO...,"Paco, que ya tienes cincuenta años","Paco, nǐ yǐjīng wǔshí suìle"
365,idiomas,¿Como se dice en CHINO...,Mi sueño es montar un todo a cien,Wǒ mèngxiǎng qí yī zhěng dào yībǎi
366,idiomas,¿Como se dice en CHINO...,"Arroz tres delicias y un rollito, por favor",Nà yī zhuō mǐfàn sān yàng yī juàn
367,idiomas,¿Como se dice en CHINO...,"que Gato mas bonito, mañana a la cazuela","Hǎo piàoliang de māo, míngtiān qù shāguō"
368,idiomas,¿Como se dice en CHINO...,Hay una uña en mi plato,Wǒ de pánzi shàng yǒuyī kē dīngzi
369,idiomas,¿Como se dice en CHINO...,Otro puto audio?,Lìng yīgè tā mā de yīnpín?
370,idiomas,¿Como se dice en CHINO...,Como se nota que eres Piscis,Shuōmíng nǐ shì shuāngyú
371,idiomas,¿Como se dice en CHINO...,"Hueles raro, pero me gusta","Nǐ wén qǐlái hěn qíguài, dàn wǒ xǐhuān"
372,idiomas,¿Como se dice en CHINO...,Es pequeñita pero juguetona,Tā hěn xiǎo dàn hěn ài wán
373,idiomas,¿Como se dice en CHINO...,"Agente, solo fue una cerveza","Tègōng, zhè zhǐshì yībēi píjiǔ."
374,Películas,¿De que va la película...,"Jo, ¡qué noche!","Un informático pierde el ultimo metro por ir intentar ligar. Se queda tirado y tras pasar muchas penurias durante la noche, consigue volver a su oficina"
375,Películas,¿De que va la película...,"Yo, un negro","Un grupo de jóvenes emigrantes de Níger, son grabados interpretando su propio papel."
376,Películas,¿De que va la película...,"Corre Lola, Corre","Una joven recibe una llamada de su novio, tras perder una fortuna que pertenece a un mafioso. Morirá si Lola no consigue el dinero en veinte minutos"
377,Películas,¿De que va la película...,El primer dia en el trabajo,Un documental sobre los sangrientos peligros que tiene el conducir un montacargas dentro de un almacén
378,Películas,¿De que va la película...,Mi amigo Mac,Es como ET pero con el niño siendo paralitico
379,Películas,¿De que va la película...,Delicatessen,Los clientes de un amable carnicero son asesinados y convertidos en comida
380,Películas,¿De que va la película...,La tia Tula,"Una mojigata se ve obligada a vivir con su cuñado, por el que siente una atracción sexual imparable"
381,Películas,¿De que va la película...,La teta y la luna,Un niño obsesionado con los pechos de su madre viaja a Francia para encontrar la teta perfecta.
382,Películas,¿De que va la película...,El Bebé de Macon,Una familia noble finge tener un hijo santo para ocultar la desvirgación de la madre y para ganar riqueza y poder
383,Películas,¿De que va la película...,Society,Un adolescente sospecha que su adinerada familia está involucrada en orgías
384,Películas,¿De que va la película...,Bella de dia,Una esposa de clase alta se hace en prostituta durante el día para explorar su sexualidad reprimida
385,Películas,¿De que va la película...,Aquí huele a muerto… ¡Pues yo no he sido!,"Un arruinado conde y su criado, viajan a Turquía a reclamar la herencia de su difunto tío. Pero para conseguir la fortuna deberá enfrentarse a la maldición que pesa sobre el castillo familiar."
386,Películas,¿De que va la película...,Policía,"Gumer, se mete en la policia obligado por su tío. A la que empieza a meterse en peleas, le coge gusto a la profesión"
387,Películas,¿De que va la película...,La Hoz y el Martinez,"Un diplomatico sovietico sufre un atentado. El embajador de ruso decide que el alto cargo debe ser reemplazado por el fontanero madrileño, Juan Martinez"
388,Películas,¿De que va la película...,Chechu y su familia,"Chechu sueña con dejar de ser un niño, y cree que sólo lo logrará perdiendo su virginidad con una doncella, pero su novio no está de acuerdo. Y su familia, tampoco"
389,Películas,¿De que va la película...,Esta noche no,"Luis, tras cumplir condena en prisión, sale a buscar a Rita. El problema es que rita ya está enamorada de otro hombre"
390,Películas,¿De que va la película...,Fanny Pelopaja,Un policía mantiene una relación sadomasoquista con la prostituta Fanny Pelopaja. Fanny termina buscando venganza
391,Películas,¿De que va la película...,"Y del seguro... líbranos, Señor!",A un actor le da un ataque al corazón. Los medicos sospechan que en realidad se trata de un inspector de Sanidad
392,Películas,¿De que va la película...,A mí las mujeres ni fu ni fa,"Pedro se enamora de una joven que sale con un psiquiatra. Para acceder a ella, acude a la consulta con la excusa de no sentir atracción por las mujeres"
393,Películas,¿De que va la película...,El pisito,Rodolfo y Petra son una pareja de recien casados que no puede vivir juntos porque la vivienda está carisima. Rodolfo intenta liarse con una anciana a punto de morir para quedarse con su pisito
394,Películas,¿De que va la película...,El Tigre de Chamberi,"Un tartamudo de Chamberí noquea sin querer a un campeon de boxeo. El tartamudo aprovecha la ocasión para hacerse boxeador y ligarse a Marisa, la hija de su manager"
395,Películas,¿De que va la película...,El planeta de las mujeres invasoras,"Procedentes de un planeta habitado sólo por mujeres guerreras, aterriza en México una nave espacial con un grupo de sexys alienígenas"
396,Películas,¿De que va la película...,"Hola, mi nombre es Doris","Un seminario de autoayuda inspira a Doris, una mujer sesentañera, para perseguir románticamente a su joven y nuevo compañero de trabajo."
397,Películas,¿De que va la película...,Estamos muertos...¿O que?,Dos policías de Los Ángeles descubren un laboratorio de drogas en donde los criminales muertos son resucitados.
398,Películas,¿De que va la película...,Tuno negro,Un asesino psicópata se infiltra en una tuna universitaria y comienza a asesinar a los estudiantes que sacan las peores notas de la clase
399,Películas,¿De que va la película...,La parada de los monstruos,Un circo se rompe cuando uno de los enanos es seducido por una atractiva trapecista
400,Películas,¿De que va la película...,La Lola nos lleva al huerto,Ataulfo y Paco se infiltran en una secta religiosa para poder preguntar a Lola cual de los dos es el padre de su hijo
401,Películas,¿De que va la película...,Amazonas para dos aventureros,"En medio del Amazonas, dos exploradores europeos, Jim y Jeff acaban en manos de una tribu de indigenas que les castigan con extraños ritos de coquetería"
402,Películas,¿De que va la película...,Un año sin amor,"Un hombre con sida, se introduce en practicas sadomasoquistas con el objetivo de encontrar un amor verdadero"
403,Películas,¿De que va la película...,Homenaje a la hora de la siesta,"Las viudas de 4 misioneros asesinados por indigenas, viajan a la selva a homenajearles. Alli descubren que 3 de ellos siguen vivos"
404,Películas,¿De que va la película...,El hombre de las sorpresas,Un hombre se hace el muerto y su ultima voluntad es que su esposa se case con un vagabundo y pierda su herencia
405,Películas,¿De que va la película...,Toda casa tendría que tener una,"Ted es el publicista de un producto horrible, asi que le añade erotismo a sus anuncios. Esto complica mucho su relación de pareja"
406,Películas,¿De que va la película...,Buenos días,Dos niños en Japón permanecen en silencio hasta que sus padres les compran un aparato de televisión.
407,Películas,¿De que va la película...,Un hombre llamado Flor de Otoño,Luis lleva una doble vida. Por el día es y por la noche trabaja como cantante transformista en un cabaret con el nombre artístico de Flor de Otoño. 
408,Películas,¿De que va la película...,Secuencia,Un hombre se despierta y cuando sale a la calle se da cuenta de que todo el mundo a tenido una pesadilla con el esa noche
409,Películas,¿De que va la película...,Virunga,Un grupo de progres arriesgan sus vidas para salvar a los últimos gorilas del Congo
410,Películas,¿De que va la película...,Lisístrata,"En medio de la guerra, las mujeres de Atenas y Esparta se declaran en huelga de sexo hasta que los hombres deciden dejar sus diferencias de lado"
411,Películas,¿De que va la película...,Almejas y mejillones,Un biologo marino se enamora de su okupa. Luego se da cuanta de que ella es lesbiana
412,Películas,¿De que va la película...,El inquilino,"Un alienígena despistado, navegando por el espacio en busca de su planeta termina, por error, en Madrid"
413,Películas,¿De que va la película...,Sex o no sex,"Paco Jimenez, un aburrido oficinista, empieza a sentir un fuego sexual inapagable. Primero lo soluciona haciendose voyeur y exhibicionista. Luego se lo cuenta a su mujer"
414,Películas,¿De que va la película...,El virgo de Visanteta,Una especie de fuerza divina sobrenatural ayuda a la joven Visanteta cada vez que está a punto de ser desvirgada.
415,Películas,¿De que va la película...,El erótico enmascarado,"Un profesor de ciencias políticas, ex actor de películas porno, sufre de impotencia  a causa de un accidente"
416,Películas,¿De que va la película...,Es peligroso casarse a los 60,Mariano es un soltero sesentón que decide casarse para tener un hijo que herede su negocio de autocares.
417,Películas,¿De que va la película...,¡Que vienen los socialistas!,"Las elecciones provocan una gran conmoción en un pueblito, ya que todo apunta a que ganará el PSOE"
418,Películas,¿De que va la película...,La descarriada,"Nati, una joven prostituta, trabaja en un club nocturno para sacar adelante a sus hermanos. Tiene deudas"
419,Películas,¿De que va la película...,El currante,"Manolo es un pluriempleado nato: albañil, fontanero. Todo mientras cobra el paro y educa a su hijo"
420,Películas,¿De que va la película...,Amor a la española,"Paco, Patricio y Rafa viven escarceos amorosos con las turistas extranjeras en el Torremolinos de sol y playa"
421,Películas,¿De que va la película...,No es bueno que el hombre esté solo,"Martín es solitario e introvertido. Vive aislado con Elena, una muñeca a la que trata como si fuera su esposa"
422,Películas,¿De que va la película...,Lo verde empieza en los Pirineos,Don Serafín viaja a Francia con la intención de disfrutar de las orgías y desnudos de las playas de Biarritz
423,Películas,¿De que va la película...,Habla mudita,"Ramiro se enamora de una muda y, convencido de que si se esfuerza mucho, conseguira que la muda hable"
424,Películas,¿De que va la película...,Mi marido y sus complejos,Un matrimonio conservador acoge en su hogar a una escultural criada sueca. El marido acaba desquiciado
425,Películas,¿De que va la película...,El Cid Cabreador,"Tras ser maldecido, El Cid reconquista Valencia mediante paellas  y con una fallera streaper"
426,Películas,¿De que va la película...,"Charly, días de sangre","Charly intenta pasar un finde tranquilo, pero es amenazado por un asesino en serie y por la inflación"
427,Películas,¿De que va la película...,El estafador,Un hombre rico y dominado finge  estar enfermo para conseguir que su hija no se case con un estafador
428,Películas,¿De que va la película...,El alegre divorciado,"Un matrimonio de maduros viaja a México. Harto de los cuidados de su mujer, el hombre le pide el divorcio"
429,Películas,¿De que va la película...,"Camas blandas, batallas duras",Un grupo de prositutas en Francia se dedican a matar a los soldados nazis que frecuentan su puticlub
430,Películas,¿De que va la película...,"¡Oh papá, pobre papá, mamá te ha metido en el armario y a mi me da tanta pena!",Una mujer se va con su hijo y su marido muerto y disecado a pasar unos dias de descanso y relajación a la playa
431,Películas,¿De que va la película...,Adiós cariño,"Nicolás planea matar a su mujer, pero pronto descubre que ella está planeando exactamente lo mismo"
432,Películas,¿De que va la película...,El cinturón de castidad,"Un soldado es llamado a la guerra justo el día que iba a tener sexo por primera vez con su esposa. Por precaución, ella le deja irse pero llevando un cinturón de castidad"
433,Películas,¿De que va la película...,Conviene hacer bien el amor,"En una crisis global energética, unos científicos consiguen crear electricidad de los impulsos sexuales"
434,Películas,¿De que va la película...,Es mi marido y lo mato cuando quiero,"Para poder casarse, dos jóvenes amantes deciden deshacerse del anciano marido de la mujer"
435,Películas,¿De que va la película...,La aventura de los paraguas asesinos,Tres agentes buscan dar captura a una terrible organización que busca acabar con el mundo alterando el clima
436,Películas,¿De que va la película...,Un león en mi cama,"Es la historia de Daniel, un joven que intenta demostrar a sus amigos que puede domesticar a un león salvaje"
437,Películas,¿De que va la película...,Los extremeños se tocan,Un turco excéntrico ve en un extremeño el alma paralela que todos tenemos en algún lugar del mundo
438,Películas,¿De que va la película...,Extermineitors 3: La gran pelea final,"Los extermineitors, unos americanos jubilados, luchan contra un soldado mejorado con implantes tecnológicos"
439,Películas,¿De que va la película...,"Howard, un nuevo héroe",Un pato llega a la Tierra por error. Tiene un traje que le da una fuerza sobrehumana y lanzallamas en los brazos